family,lag_days,autocorr_x,autocorr_y,mean_abs_autocorr,abs_autocorr_x,abs_autocorr_y
OAM,310,0.0353707845949139,-0.002229896869622,0.018800340732268,0.0353707845949139,0.002229896869622
OAM,315,0.0372014878431619,0.0346455391380028,0.0359235134905823,0.0372014878431619,0.0346455391380028
OAM,320,0.0904164463230305,0.0335674416685858,0.0619919439958082,0.0904164463230305,0.0335674416685858
OAM,325,0.0741489306559481,0.0920610785139478,0.0831050045849479,0.0741489306559481,0.0920610785139478
OAM,330,0.0325886101143234,0.022758870565602,0.0276737403399627,0.0325886101143234,0.022758870565602
OAM,335,0.0689404989846843,0.0692462984041066,0.0690933986943955,0.0689404989846843,0.0692462984041066
OAM,340,0.0496453735678399,0.0647962543981001,0.05722081398297,0.0496453735678399,0.0647962543981001
OAM,345,0.0496054917361515,0.0569594696175866,0.053282480676869,0.0496054917361515,0.0569594696175866
OAM,350,0.0608963474210488,0.0219077489614383,0.0414020481912435,0.0608963474210488,0.0219077489614383
OAM,355,0.1168093846447914,0.0573277011990677,0.0870685429219295,0.1168093846447914,0.0573277011990677
OAM,360,0.078556412312256,0.0313387891237973,0.0549476007180266,0.078556412312256,0.0313387891237973
OAM,365,0.090289632013417,0.0451250151570981,0.0677073235852576,0.090289632013417,0.0451250151570981
HAM,0,1.0,1.0,1.0,1.0,1.0
HAM,5,0.9948440056725032,0.991957663695018,0.9934008346837606,0.9948440056725032,0.991957663695018
HAM,10,0.9857453657386304,0.9764412052833854,0.981093285511008,0.9857453657386304,0.9764412052833854
HAM,15,0.9745933215613763,0.956107338851485,0.9653503302064308,0.9745933215613763,0.956107338851485
HAM,20,0.9618326927334536,0.9315205247590286,0.946676608746241,0.9618326927334536,0.9315205247590286
HAM,25,0.9475277492948544,0.9028426163224272,0.9251851828086408,0.9475277492948544,0.9028426163224272
HAM,30,0.9318818661034524,0.869610443118008,0.9007461546107302,0.9318818661034524,0.869610443118008
HAM,35,0.9150377978192517,0.8316563155875818,0.8733470567034167,0.9150377978192517,0.8316563155875818
HAM,40,0.897449952048913,0.789597686820219,0.843523819434566,0.897449952048913,0.789597686820219
HAM,45,0.8788264907783858,0.7433643281945805,0.8110954094864832,0.8788264907783858,0.7433643281945805
HAM,50,0.8593448011324571,0.692623058133768,0.7759839296331126,0.8593448011324571,0.692623058133768
HAM,55,0.8384225638624565,0.6384365466443487,0.7384295552534026,0.8384225638624565,0.6384365466443487
HAM,60,0.8165334376961406,0.5808674199086802,0.6987004288024103,0.8165334376961406,0.5808674199086802
HAM,65,0.7944342017983974,0.5198356865344568,0.6571349441664271,0.7944342017983974,0.5198356865344568
HAM,70,0.7722448158345364,0.456178419033621,0.6142116174340787,0.7722448158345364,0.456178419033621
HAM,75,0.7499181603474807,0.3900270494740825,0.5699726049107816,0.7499181603474807,0.3900270494740825
HAM,80,0.7279492680600819,0.3221709563055409,0.5250601121828113,0.7279492680600819,0.3221709563055409
HAM,85,0.7066395081712178,0.2538214367985418,0.4802304724848798,0.7066395081712178,0.2538214367985418
HAM,90,0.6852985273955501,0.1846408156784718,0.4349696715370109,0.6852985273955501,0.1846408156784718
HAM,95,0.66361093798051,0.1149988906418522,0.3893049143111811,0.66361093798051,0.1149988906418522
HAM,100,0.6419855582765696,0.044877947447076,0.3434317528618228,0.6419855582765696,0.044877947447076
HAM,105,0.6210011653029268,-0.0239014055855372,0.322451285444232,0.6210011653029268,0.0239014055855372
HAM,110,0.6002954417975606,-0.0909710048863254,0.345633223341943,0.6002954417975606,0.0909710048863254
HAM,115,0.580150398792755,-0.1561313184537227,0.3681408586232388,0.580150398792755,0.1561313184537227
HAM,120,0.5597332065692286,-0.2187450823842466,0.3892391444767376,0.5597332065692286,0.2187450823842466
HAM,125,0.5391684941754428,-0.2775030048536647,0.4083357495145537,0.5391684941754428,0.2775030048536647
HAM,130,0.5193076227174765,-0.3324261236967159,0.4258668732070962,0.5193076227174765,0.3324261236967159
HAM,135,0.5006668139118043,-0.3841311478757148,0.4423989808937595,0.5006668139118043,0.3841311478757148
HAM,140,0.4835303694228225,-0.4321575840567571,0.4578439767397898,0.4835303694228225,0.4321575840567571
HAM,145,0.4675403649418784,-0.4762402335575394,0.4718902992497089,0.4675403649418784,0.4762402335575394
HAM,150,0.4523822195384889,-0.5157806585971109,0.4840814390677999,0.4523822195384889,0.5157806585971109
HAM,155,0.4383225572910048,-0.5496375342278343,0.4939800457594195,0.4383225572910048,0.5496375342278343
HAM,160,0.4256598593113369,-0.5780355524165522,0.5018477058639446,0.4256598593113369,0.5780355524165522
